Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,No Tax Liens,No Credit Problems,No Bankruptcies,Credit Score Tier,Credit Default,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Purpose_renewable energy
-0.5361718,-0.15708822,-0.11095342,0.58449835,-0.116093084,-0.59562624,-0.3409789,-0.33709905,0,-0.09064187,-0.6784273,-0.15415552,-0.22519006,True,True,True,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7411858,0.37589598,-0.11095342,0.17704992,1.289862,0.2555794,-0.3409789,-0.33709905,1,0.11080535,-0.015983112,0.30710676,-0.23909594,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.0047536,0.10940389,-0.11095342,-0.43412268,-1.2380168,-0.6080677,-0.3409789,-0.33709905,0,-1.0727448,-0.46221533,-1.0184878,-0.22310416,True,True,True,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.015771367,0.90888023,-0.11095342,-1.0452954,0.2247445,-0.17481226,-0.3409789,-0.33709905,1,-0.18295592,-0.3021934,-0.13411523,-0.27107948,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7698852,0.37589598,-0.11095342,-0.43412268,-1.0675981,-0.65201056,1.6647792,2.545732,1,-0.57371384,-0.63377416,-0.22786023,-0.25091594,True,False,False,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.51638603,-1.4895487,-0.11095342,0.17704992,-0.34331822,-0.47280264,-0.3409789,-0.33709905,0,-0.800772,-0.11503292,-0.47127858,4.231646,True,True,True,-1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-0.42358032,-0.11095342,2.4180162,-0.8119698,-0.06789846,-0.3409789,-0.33709905,0,-0.7138095,-0.39078233,-0.20924538,-0.2314477,True,True,True,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,-0.02667429,-0.15869766,-0.6413828,-0.3409789,-0.33709905,0,-1.117755,-0.36310577,-0.9447831,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,0.17704992,-0.7125589,0.019032642,-0.3409789,-0.33709905,1,0.13307157,0.6467599,1.4113356,-0.2314477,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.02591535,-0.9565645,-0.11095342,-0.43412268,1.6591028,-0.71720886,-0.3409789,-0.33709905,0,1.2351063,-0.5908546,0.76669204,-0.23492417,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.63370067,-0.42358032,-0.11095342,0.17704992,1.9147309,-0.097745225,-0.3409789,-0.33709905,0,1.8431749,0.22234616,-0.12321465,-0.22797123,True,True,True,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.20734605,-1.2230566,-0.11095342,-0.6378469,-0.35751972,-0.72322273,-0.3409789,-0.33709905,0,-0.62952274,-0.73593235,-0.5436417,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,0.17704992,-0.44272918,-0.33667845,-0.3409789,-0.33709905,1,0.2947645,0.026338711,0.08808893,-0.2314477,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.104461,-1.4895487,-0.11095342,-1.656468,-1.3516294,-0.49259442,-0.3409789,-0.33709905,0,-0.9035024,-0.15436591,-0.7215727,-0.23075241,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,0.78822255,0.9064199,-0.24726543,-0.3409789,-0.33709905,0,-0.22825287,-0.42640916,-0.012531823,-0.2314477,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-0.15708822,-0.11095342,-0.02667429,0.25314772,-0.14770196,-0.3409789,-0.33709905,0,1.2700825,0.34285575,-0.25486013,-0.2314477,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0725644,-0.15708822,-0.11095342,0.38077414,0.6649931,1.5432224,-0.3409789,-0.33709905,1,1.8117347,3.1419542,3.337133,-0.26968887,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.12519582,-1.4895487,-0.11095342,-1.2490195,-1.6782655,-0.46036118,-0.3409789,-0.33709905,0,1.8431749,-0.24444923,-0.65457606,-0.22588535,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.1910504,-1.4895487,-0.11095342,-0.23039849,-0.65575266,0.5628611,-0.3409789,-0.33709905,0,0.6140411,1.210752,0.6259068,-0.25091594,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.29909986,1.1753724,-0.11095342,-0.8415711,-0.25810874,-0.32535067,-0.3409789,-0.33709905,0,-0.4135499,0.072904676,-0.20211808,-0.23561947,True,True,True,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.47485593,0.37589598,-0.11095342,-1.0452954,-0.98238873,-0.7611517,-0.3409789,-0.33709905,1,-0.5056728,-0.5759702,-0.20597522,-0.29611006,True,True,True,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.19823752,1.1753724,-0.11095342,1.8068435,0.9632261,-0.14101985,-0.3409789,-0.33709905,1,0.34311947,-0.18628661,0.63949066,-0.23561947,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,0.90888023,-0.11095342,-0.23039849,0.30995393,1.0946618,-0.3409789,-0.33709905,0,-0.37111983,1.6409043,1.3966618,-0.2314477,True,True,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.43438044,-1.4895487,-0.11095342,-0.8415711,0.32415557,0.069371216,-0.3409789,-0.33709905,1,0.15810911,0.11409075,-0.5329088,-0.23492417,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.37519884,1.1753724,-0.11095342,1.195671,-0.20130253,-0.31494567,-0.3409789,-0.33709905,0,1.8431749,-0.5883439,-0.38164228,-0.24257241,True,True,True,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0439403,1.1753724,-0.11095342,-0.02667429,1.588095,0.9904208,-0.3409789,-0.33709905,0,0.7269968,1.888738,2.6384056,-0.22658063,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-0.15708822,-0.11095342,-0.02667429,2.7810268,-0.2134094,-0.3409789,-0.33709905,0,-0.90761167,-0.59958196,0.47489187,-0.2314477,True,True,True,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4828466,1.1753724,-0.11095342,0.78822255,0.15373665,0.49864918,-0.3409789,-0.33709905,0,-0.62875825,1.402575,0.38995117,-0.25439242,True,True,True,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.83838814,1.1753724,-0.11095342,1.8068435,0.62238854,0.18315804,-0.3409789,-0.33709905,1,1.7013592,0.025442064,2.4354033,-0.24118182,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.060666025,0.10940389,-0.11095342,-0.43412268,1.0200323,-0.5557563,1.6647792,2.545732,1,-0.16709243,-0.27457663,0.045241255,-0.23701005,True,False,False,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0336991,0.37589598,-0.11095342,2.0105677,-0.5563417,0.8707792,-0.3409789,-0.33709905,1,0.47738576,0.32683563,0.9183778,-0.25230652,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3011446,-0.15708822,-0.11095342,-0.8415711,-1.4794434,0.08162176,-0.3409789,-0.33709905,1,1.063666,-0.384984,0.3043397,-0.2898524,True,True,True,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.20734605,-0.9565645,-0.11095342,0.38077414,-1.2522185,0.21217752,-0.3409789,-0.33709905,0,-0.65073776,0.093049385,-0.024522461,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.9793494,1.1753724,-0.11095342,-0.02667429,-0.08768984,1.4466182,-0.3409789,-0.33709905,1,0.80392516,2.3509307,0.2980509,-0.23353358,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,0.10940389,-0.11095342,-1.0452954,-1.2948232,-0.5613247,-0.3409789,-0.33709905,1,-0.6143282,-0.2641755,-1.022345,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,-0.23039849,0.9064199,-0.42322773,1.6647792,2.545732,0,-0.5454271,-0.39759687,-0.10560601,-0.2314477,True,False,False,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.087325655,1.1753724,-0.11095342,-0.6378469,1.4176761,0.2189869,-0.3409789,-0.33709905,0,1.8431749,0.5868638,-0.013454179,-0.22240888,True,True,True,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.0337794,-1.4895487,-0.11095342,-0.6378469,0.42356637,0.18296713,-0.3409789,-0.33709905,0,-0.8726355,0.2649071,-0.3860025,4.4541407,True,True,True,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6442213,1.1753724,-0.11095342,-0.23039849,0.1821399,-0.048902165,-0.3409789,-0.33709905,1,0.81520164,-0.6945072,-0.70723426,4.2872696,True,True,True,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.20734605,-0.42358032,-0.11095342,-1.0452954,0.48037285,-0.8818434,-0.3409789,-0.33709905,0,-1.296745,-0.8233855,-1.0787764,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.14909947,1.1753724,-0.11095342,-0.8415711,0.73600096,0.39043078,-0.3409789,-0.33709905,0,1.8431749,1.0032674,1.257889,-0.22310416,True,True,True,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-0.9565645,-0.11095342,-1.0452954,-0.08768984,-0.326528,-0.3409789,-0.33709905,0,-0.9969632,-0.91071916,-0.95811534,-0.2314477,True,True,True,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.043460462,1.1753724,-0.11095342,0.78822255,-0.3291166,-0.20959105,-0.3409789,-0.33709905,1,-0.445468,-0.32694092,0.32463154,-0.2550877,True,True,True,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.0681535,0.10940389,-0.11095342,-0.43412268,0.8070088,-0.6473967,-0.3409789,-0.33709905,0,-1.0063285,-0.61374897,-0.8131376,-0.24813476,True,True,True,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8094627,1.1753724,-0.11095342,0.17704992,-0.2297055,0.11143671,-0.3409789,-0.33709905,0,0.365099,0.049352698,0.752689,-0.2182371,True,True,True,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8189288,0.90888023,-0.11095342,-0.23039849,2.2271655,-0.36817983,-0.3409789,-0.33709905,0,1.8431749,-0.7035932,0.9242474,-0.2189324,True,True,True,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.512927,0.10940389,-0.11095342,-0.6378469,-0.18710092,-0.8723611,-0.3409789,-0.33709905,0,-0.2053177,-0.7916441,1.3497055,-0.22310416,True,True,True,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.197886,1.1753724,-0.11095342,2.6217403,0.5797837,0.6153634,-0.3409789,-0.33709905,1,-0.15275796,1.3286314,-0.13394752,4.280317,True,True,True,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.31604236,1.1753724,-0.11095342,-0.02667429,1.3182653,0.7895438,-0.3409789,-0.33709905,0,-1.2915845,2.0284958,1.0674642,-0.24813476,True,True,True,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2026758,1.1753724,-0.11095342,0.17704992,1.3182653,-0.047565743,-0.3409789,-0.33709905,1,0.90369314,0.5272665,-0.07726451,-0.26968887,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6606365,-0.6900724,-0.11095342,-1.656468,-0.6699542,-0.8891619,-0.3409789,-0.33709905,0,-1.1124035,-0.8669627,-0.8263021,-0.23770535,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.8093815,0.90888023,-0.11095342,0.38077414,-0.37172133,-0.27148014,-0.3409789,-0.33709905,0,-0.69259447,-0.70036525,-0.41996202,-0.23075241,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1392819,-0.42358032,-0.11095342,-0.8415711,-0.62734956,-0.50888604,-0.3409789,-0.33709905,1,0.6262732,-0.14874691,-0.28110537,-0.3037583,True,True,True,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7110109,1.1753724,3.571129,1.195671,-0.059286863,0.42606872,3.6705375,2.545732,1,1.255748,1.2115889,2.057824,-0.26482183,False,False,False,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,-0.43412268,1.5738934,0.17663503,-0.3409789,-0.33709905,1,0.10115346,0.26251602,-0.41174465,-0.2314477,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.12838465,0.37589598,-0.11095342,3.232913,0.7502026,-0.13370135,-0.3409789,-0.33709905,0,-0.15333132,-0.49545112,0.26333675,4.3498464,True,True,True,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.55025786,0.90888023,-0.11095342,-0.8415711,-0.7125589,-0.24160154,-0.3409789,-0.33709905,0,-0.82227373,-0.0085110385,-0.37342492,-0.24743947,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.9823816,0.10940389,-0.11095342,-0.8415711,-1.1102028,-0.445406,-0.3409789,-0.33709905,0,-1.0476117,-0.66748816,-0.67361015,-0.220323,True,True,True,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.07748897,1.1753724,-0.11095342,-1.2490195,-1.039195,-0.80773556,-0.3409789,-0.33709905,1,-0.45540658,-0.7778955,-0.75142354,-0.24118182,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.26928964,-1.2230566,-0.11095342,-0.02667429,0.15373665,-0.25900686,-0.3409789,-0.33709905,0,-0.24698326,0.13303992,-0.16430146,-0.23283829,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.22165811,1.1753724,-0.11095342,-0.23039849,0.19634151,-0.33874673,-0.3409789,-0.33709905,0,-0.80793923,-0.3770935,0.5188296,4.384611,True,True,True,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.2448446,-1.4895487,-0.11095342,-1.8601923,-1.2522185,-0.73719156,-0.3409789,-0.33709905,1,-0.9095229,-0.5703512,-1.2191423,4.09954,True,True,True,-1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-0.15708822,-0.11095342,-0.43412268,-0.31491497,-0.726882,-0.3409789,-0.33709905,0,-1.3965129,-0.6446535,-0.62522835,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,0.90888023,-0.11095342,0.17704992,0.2247445,1.4499274,-0.3409789,-0.33709905,0,-0.7418095,0.75776505,-0.35724175,-0.2314477,True,True,True,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.9686219,-1.4895487,-0.11095342,1.8068435,-1.0249933,0.21857324,-0.3409789,-0.33709905,0,-1.1306561,-0.019509932,-0.7782557,-0.26551712,True,True,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.040221415,0.37589598,-0.11095342,-0.43412268,-0.7551636,-0.7096358,-0.3409789,-0.33709905,0,-0.6264647,-0.51099306,0.08389639,-0.23283829,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.35229954,-1.2230566,-0.11095342,0.38077414,1.6449013,-0.67574793,-0.3409789,-0.33709905,1,0.5118841,-0.5239646,-0.8869261,-0.2300571,True,True,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.36846966,0.10940389,-0.11095342,0.99194676,-0.7551636,-0.002445575,-0.3409789,-0.33709905,0,-0.24440305,-0.1906503,1.0236104,-0.22519006,True,True,True,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.052586,-0.9565645,-0.11095342,-0.6378469,-1.465242,-0.29069915,-0.3409789,-0.33709905,0,-0.69985723,-0.30769286,-0.8447493,-0.23909594,True,True,True,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.6767815,-0.42358032,-0.11095342,-1.0452954,0.30995393,-0.41969576,-0.3409789,-0.33709905,1,0.07076437,-0.22310899,-0.8964013,4.308129,True,True,True,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.24787177,1.1753724,-0.11095342,1.6031194,0.6649931,0.73277766,-0.3409789,-0.33709905,0,1.8431749,0.065611936,0.12582171,-0.22379947,True,True,True,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.49933708,1.1753724,-0.11095342,0.17704992,0.09693043,0.1834126,-0.3409789,-0.33709905,0,-0.24994572,-0.042165257,-0.2645868,-0.22658063,True,True,True,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,0.10940389,-0.11095342,-1.0452954,-0.41432607,-0.13608782,-0.3409789,-0.33709905,0,-1.2535503,-0.90731186,-0.4254123,-0.2314477,True,True,True,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1935782,-1.4895487,-0.11095342,3.4366372,-0.28651202,-0.30212238,-0.3409789,-0.33709905,1,-0.046204984,0.17016119,0.940179,-0.2314477,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-1.4895487,-0.11095342,1.8068435,-0.62734956,2.0543404,-0.3409789,-0.33709905,0,0.1137678,1.3255829,0.12925959,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.3950769,1.1753724,-0.11095342,-0.43412268,0.46617123,-0.20596361,-0.3409789,-0.33709905,1,0.42769292,0.02060016,0.31104773,-0.23561947,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.4502603,-1.4895487,-0.11095342,-1.4527438,-1.5504513,-0.6849438,-0.3409789,-0.33709905,0,-1.3215914,-0.6757373,-1.3684803,-0.25022066,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,-0.6378469,-0.116093084,-0.62836856,3.6705375,5.428563,0,-0.613277,-0.54823387,-0.0830502,-0.2314477,True,False,False,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.22076018,0.10940389,-0.11095342,0.17704992,-0.49953538,-0.2608524,-0.3409789,-0.33709905,0,1.6996391,-0.2621431,1.7386045,-0.22519006,True,True,True,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.13774426,0.90888023,-0.11095342,-0.6378469,-0.79776835,-0.11123673,-0.3409789,-0.33709905,1,0.17053233,-0.0120378565,-0.3505337,-0.24118182,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7258502,0.10940389,-0.11095342,-0.8415711,-0.68415576,-0.16701645,-0.3409789,-0.33709905,1,0.77286714,0.4675497,0.3767028,-0.255783,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.03560138,-1.4895487,-0.11095342,-0.6378469,-1.9054905,-0.54786503,-0.3409789,-0.33709905,0,-1.1410725,-0.768391,-0.95870227,-0.26065007,True,True,True,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.20734605,-0.15708822,-0.11095342,-1.2490195,0.25314772,-0.94567347,1.6647792,-0.33709905,1,0.41565195,-0.9118549,-0.5739956,-0.2314477,True,False,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-1.4895487,-0.11095342,-0.23039849,0.6933964,0.014196066,-0.3409789,-0.33709905,0,-1.1042807,-0.2248425,0.102511235,-0.2314477,True,True,True,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.98891586,1.1753724,-0.11095342,-0.02667429,-0.116093084,0.53632355,-0.3409789,-0.33709905,1,0.15724905,0.8003858,0.43489513,-0.24048653,True,True,True,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,1.6031194,-0.25810874,0.2917901,-0.3409789,-0.33709905,1,0.2999249,0.30633226,0.70791274,-0.2314477,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6869064,0.10940389,-0.11095342,-0.6378469,-1.1244044,0.06587107,-0.3409789,-0.33709905,1,1.8347654,-0.35886163,-0.65256363,-0.2432677,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.535299,-1.4895487,-0.11095342,0.17704992,-0.15869766,1.3013618,-0.3409789,-0.33709905,1,0.7366487,0.5825001,1.0638586,-0.23840064,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.053529117,1.1753724,-0.11095342,-1.0452954,-0.740962,0.18481266,-0.3409789,-0.33709905,1,0.3708328,-0.123939626,0.008430834,-0.2314477,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,-0.02667429,-0.18710092,-0.32951903,1.6647792,2.545732,0,-0.8087993,-0.5182858,0.20346738,-0.2314477,True,False,False,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.8677345,-0.9565645,-0.11095342,-0.02667429,-0.8687762,0.20326804,-0.3409789,-0.33709905,0,-0.4311335,1.0975949,-0.57324094,-0.24952535,True,True,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.10005585,1.1753724,-0.11095342,0.58449835,0.12533367,-0.6816664,-0.3409789,-0.33709905,0,-1.2167585,-0.64453393,-0.5577286,-0.2682983,True,True,True,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9663932,1.1753724,-0.11095342,0.58449835,-0.7551636,0.60406744,-0.3409789,-0.33709905,0,0.5785872,1.7986548,0.41871196,-0.24535358,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.39443222,1.1753724,-0.11095342,1.6031194,0.35255852,0.43927383,-0.3409789,-0.33709905,1,-0.08175449,1.0369216,-0.021755392,4.2246933,True,True,True,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.40468267,-0.9565645,-0.11095342,-1.4527438,1.289862,-0.34253326,-0.3409789,-0.33709905,0,-1.1125947,0.07392088,-0.17905916,-0.23422888,True,True,True,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.20734605,-0.6900724,-0.11095342,-1.0452954,-1.039195,-0.3273235,-0.3409789,-0.33709905,1,1.7990248,0.054613043,-0.92658746,-0.2314477,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,1.1753724,-0.11095342,-0.02667429,-0.10189146,-0.021410046,-0.3409789,-0.33709905,0,0.1539999,-0.84759504,0.5905219,-0.2314477,True,True,True,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0529576,1.1753724,-0.11095342,-0.02667429,-0.5421401,-0.10611378,-0.3409789,-0.33709905,0,-0.9868335,0.37513512,0.7254375,-0.232143,True,True,True,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.38516706,0.6423881,-0.11095342,-0.8415711,-1.0675981,-0.26218882,-0.3409789,-0.33709905,1,-0.16604124,0.060112488,-0.92382044,-0.23979123,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.006933044,-0.9565645,-0.11095342,-0.43412268,-0.20130253,-0.6531242,-0.3409789,-0.33709905,0,-0.8194068,-0.76456535,0.17495818,-0.232143,True,True,True,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,0.6423881,-0.11095342,-0.02667429,0.13953502,-0.6670612,1.6647792,2.545732,0,-0.80602795,-0.59258807,-0.45727554,-0.2314477,True,False,False,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.06372332,1.1753724,-0.11095342,0.58449835,-0.116093084,-0.16666643,1.6647792,2.545732,0,-0.8172089,0.08181139,-0.27741593,-0.22379947,True,False,False,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.36555701,1.1753724,-0.11095342,-0.02667429,-0.5279385,0.037869837,-0.3409789,-0.33709905,0,-0.58690155,0.09514157,-0.20941308,-0.22658063,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20757204,0.90888023,-0.11095342,0.38077414,-0.5279385,-0.5638703,-0.3409789,-0.33709905,0,-0.9871202,-0.48367515,-0.42549616,-0.243963,True,True,True,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-1.4895487,-0.11095342,-1.0452954,0.46617123,-0.3760711,-0.3409789,-0.33709905,0,0.32687375,0.13895781,-0.30374503,-0.2314477,True,True,True,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.20734605,-1.2230566,-0.11095342,-1.0452954,0.33835718,-0.7965669,-0.3409789,-0.33709905,0,-1.4909294,-0.74740946,-1.1107235,-0.2314477,True,True,True,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.9618927,0.37589598,-0.11095342,0.38077414,-0.21550415,-0.3383649,-0.3409789,-0.33709905,0,1.8431749,-0.4349572,-0.4002571,-0.22866653,True,True,True,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.25229692,-0.9565645,-0.11095342,-0.6378469,-0.6983574,-0.3044134,-0.3409789,-0.33709905,0,-0.6309562,-0.049278673,0.2442188,4.391564,True,True,True,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
